exit_structure,subperiod,n_trades,mean_return,median_return,pct_positive,std_return,sharpe_equiv,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
E1,SP1,66,-0.06005905001462628,-0.08999999999999996,0.13636363636363635,0.06884946792320425,-13.84771575821608,2.1626307421636044,3.3046351734473083,-0.09000000000000004,-0.09000000000000002,-0.09,-0.08999999999999996,-0.08999999999999991,0.05202353339564823,0.13331562235280797
E1,SP2,82,0.0671874844112674,0.13447929519188673,0.6829268292682927,0.1017779937909654,10.479360125726233,-0.7971994555185647,-1.2448548263797232,-0.09,-0.08999999999999998,-0.0899999999999999,0.13447929519188673,0.14499999999999988,0.14499999999999996,0.14499999999999996
E1,SP3,69,-0.014179777533409595,-0.08999999999999994,0.3188405797101449,0.1034705210823829,-2.1754697632044833,0.7364779838240959,-1.3842072270535644,-0.09000000000000002,-0.09000000000000001,-0.08999999999999998,-0.08999999999999994,0.11380689916634676,0.14499999999999982,0.14499999999999988
E2,SP1,66,-0.07282259660974222,-0.10999999999999995,0.12121212121212122,0.08951157890923422,-12.914785961985324,2.2224324361375274,3.3720807056994886,-0.11000000000000004,-0.11000000000000004,-0.11000000000000001,-0.10999999999999995,-0.10999999999999993,0.11837734816367398,0.1538699246155558
E2,SP2,82,0.08125457613562244,0.17621919907865474,0.6463414634146342,0.13534731040330422,9.530122203399428,-0.6105313672590539,-1.5319448621474439,-0.11000000000000003,-0.11000000000000001,-0.10999999999999993,0.17621919907865474,0.19499999999999987,0.19499999999999995,0.195
E2,SP3,69,-0.04840168076723956,-0.10999999999999995,0.2028985507246377,0.11155846717880222,-6.887445493979695,1.4372832583378972,0.30302599849503586,-0.11000000000000003,-0.11000000000000001,-0.10999999999999997,-0.10999999999999995,-0.005107042470218191,0.17822660026773632,0.19499999999999992
E3,SP1,66,-0.11996056105103509,-0.16,0.07575757575757576,0.1189220532945437,-16.01313479968557,2.9743221352963007,7.563686833438477,-0.16000000000000011,-0.1600000000000001,-0.16000000000000006,-0.16,-0.15999999999999998,-0.005149543855314124,0.2629605904856526
E3,SP2,82,0.025780718682810108,-0.07438973037978844,0.3902439024390244,0.20666915913724412,1.9802481571989943,0.3794615743968476,-1.772265567611985,-0.1600000000000001,-0.16000000000000006,-0.16000000000000003,-0.07438973037978844,0.2815504756950587,0.29500000000000004,0.2950000000000001
E3,SP3,69,-0.09516485933179515,-0.16000000000000003,0.14492753623188406,0.1403772593506239,-10.76168116584285,1.9812766971643931,2.420673054862104,-0.1600000000000001,-0.1600000000000001,-0.16000000000000006,-0.16000000000000003,-0.15999999999999998,0.1631711863305984,0.2640978080848858
E4,SP1,66,-0.05913769489236155,-0.08000000000000006,0.07575757575757576,0.0630675595265505,-14.885335817911374,3.0985263494162094,8.514217274190404,-0.08000000000000013,-0.08000000000000013,-0.0800000000000001,-0.08000000000000006,-0.08000000000000002,-0.005149543855314124,0.13905543905693205
E4,SP2,82,0.08704725906245167,0.17354655831122706,0.6341463414634146,0.12321626462839734,11.214691525520374,-0.518220099120649,-1.6474079962328232,-0.08000000000000011,-0.08000000000000008,-0.08000000000000003,0.17354655831122706,0.19499999999999987,0.19499999999999995,0.195
E4,SP3,69,-0.029516857920402012,-0.08000000000000006,0.18840579710144928,0.09715953454539884,-4.822641395317953,1.6141283656491836,0.8763745728156431,-0.08000000000000014,-0.08000000000000013,-0.0800000000000001,-0.08000000000000006,-0.07999999999999999,0.17822660026773632,0.19499999999999992
B1,SP1,66,0.008576344489138623,-0.018941430761509767,0.42424242424242425,0.3903736808291854,0.3487562167831012,2.1606093085905878,8.356648963711141,-0.4087547644688798,-0.3568075952376369,-0.21558221440005343,-0.018941430761509767,0.12311840451271637,0.2720642667199209,0.4704208476532251
B1,SP2,82,-0.11885466552530125,-0.11428663961175975,0.2804878048780488,0.3599148622557262,-5.242237875405316,0.5275942114036636,0.7750290185078144,-0.5869343580235324,-0.5496475705557415,-0.3720239047398986,-0.11428663961175975,0.09362596344874405,0.3722637926478196,0.3792688366265146
B1,SP3,69,-0.27322659248548176,-0.2998092369877234,0.057971014492753624,0.19127645894041026,-22.675752759874577,0.30994470949323144,0.4370582928264457,-0.5602241896386435,-0.49226763682084973,-0.39489036933886534,-0.2998092369877234,-0.16449420723603966,-0.005074626060135255,0.04215834806474131
B2,SP1,66,0.05224183427526605,0.02131245060282214,0.5151515151515151,0.3563984777842514,2.326927472623092,1.2058574234268682,3.4465761805275426,-0.34647423662727816,-0.29031935330153963,-0.17522511683120975,0.02131245060282214,0.18772552501905118,0.3420048675363182,0.7194497911309374
B2,SP2,82,0.07121223609760266,0.04391542301892651,0.5487804878048781,0.31169675157529525,3.626791733956715,0.24920586491143654,0.10935437722009622,-0.36066715661278476,-0.3258128261346303,-0.11641564976938042,0.04391542301892651,0.23210134137148403,0.47859656805263556,0.6262984990098244
B2,SP3,69,-0.1433995883560238,-0.14523149370898536,0.15942028985507245,0.18486042354645596,-12.314144097059097,0.7845948939141176,2.238151276414185,-0.4120427757290363,-0.37988179773718983,-0.2538093268099263,-0.14523149370898536,-0.010737687585025623,0.011797566955335532,0.07758366417471514
